"LimesLimits_ID";"obsolete";"X_coordinate";"Y_coordinate";"Place";"Toponym";"Site_type";"Uncertain";"Start_period";"End_period";"Size";"Conservation";"Notes";"checked";"location_note"
192;0;162450;439400;"Ommeren";"De Eng";"rural settlement";0;"ROMV";"ROML";;;"very close to site 1130, possible one settlement?";1;
193;0;160900;437400;"Ommeren";"Blauwe Kamp";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 356, possibly one settlement";1;
194;1;155930;429250;"Ophemert";"Vliegenest";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
195;0;152005;427725;"Ophemert";"Kleine Mastmolen";"rural settlement";0;"ROMV";"ROMM";;;;1;
196;1;154870;428860;"Ophemert";"Pippertsestraat";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 220, possibly one settlement?";1;
197;0;151220;428120;"Ophemert";"De Scheutert I";"rural settlement";0;"IJZL";"ROML";;;"very close to site 218, possible one settlement?";1;
198;0;152370;427890;"Ophemert";"Wilhelminahoeve";"rural settlement";0;"IJZL";"ROMM";;;;1;
199;1;155800;429630;"Ophemert";"De Kil";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
200;0;154550;428150;"Ophemert";"Kerkakkers";"rural settlement";0;"IJZL";"ROML";;;"also VME-LME site";1;
201;1;154280;428060;"Ophemert";"Johannahof";"isolated find(s)";0;"IJZL";"ROMM";;;"very close to site 202, possibly one settlement?";1;
202;0;154080;428210;"Ophemert";"Schuddegaffel";"rural settlement; burial(s)";0;"IJZL";"ROML";;;"very close to site 201, possibly one settlement?";1;
203;1;153610;428270;"Ophemert";"Langmaat";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 206, possibly one settlement?";1;
204;1;156010;429500;"Ophemert";"Achterste Sterkakker";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
205;1;155130;428980;"Ophemert";"Duifhuis";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
206;0;153780;428350;"Ophemert";"Veelust";"rural settlement";0;"ROMM";"ROML";;;"very close to site 203, possibly one settlement?";1;
207;0;151500;428950;"Ophemert";"De Scheutert II";"burial(s)";0;"ROMM";"ROMM";;;;1;
208;0;153205;428240;"Ophemert";"Het Spat";"rural settlement";0;"IJZL";"ROMV";;;"very close to site 211 and 216, possibly one settlement?";1;
209;0;152800;429820;"Ophemert";"Hoofsteinse Hoeselaar";"rural settlement";1;"IJZL";"ROM";;;;1;
210;0;151100;427750;"Ophemert";"Elzevier";"rural settlement";0;"IJZL";"ROML";;;;1;
211;0;153040;428000;"Ophemert";"Jonkerskamp";"rural settlement";0;"IJZL";"ROMV";;;"very close to site 208 and 216, possibly one settlement?";1;
212;1;155060;428060;"Ophemert";"Stiftsche Waard";"isolated find(s)";0;"IJZL";"ROM";;;;1;
213;1;155140;430080;"Ophemert";"Dries";"isolated find(s)";0;"ROMM";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
214;1;154310;428580;"Ophemert";"Meester Jansland";"isolated find(s)";0;"IJZL";"ROM";;;;1;
215;1;154320;429440;"Ophemert";"Achterste Pippert";"isolated find(s)";0;"ROM";"ROM";;;;1;
216;0;153100;428200;"Ophemert";"Snoekenland";"rural settlement";1;"IJZL";"ROMV";;;"very close to site 208 and 211, possibly one settlement?";1;
217;1;156120;429250;"Ophemert";"Voorste Sterkakker";"isolated find(s)";1;"IJZL";"ROM";;;"no associated Archis-waarnemingsnummer";1;
218;0;151040;428370;"Ophemert";"Grote Mastmolen";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 197, possible one settlement?";1;
219;0;152150;429050;"Ophemert";"De Steendert";"rural settlement, stone-built?";1;"IJZL";"ROMM";;;;1;
220;1;154870;428860;"Ophemert";"Beuningen";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 196, 222 and 223, possibly one settlement?";1;
221;0;154810;428365;"Ophemert";"Blankenburgsestraat";"rural settlement?";1;"ROM";"ROM";;;"very close to site 223, possibly one settlement?";1;
222;1;155030;428900;"Ophemert";"Grote Beuningen";"isolated find(s)";1;"ROMM";"ROMM";;;"no associated Archis-waarnemingsnummer; very close to site 220 and 223, possibly one settlement?";1;
223;1;154940;428800;"Ophemert";"Oude Beuningen";"isolated find(s)";1;"ROMM";"ROMM";;;"very close to site 196, 220, 221 and 222, possibly one settlement?";1;
224;0;152640;429530;"Ophemert";"Rietbend";"rural settlement?";1;"ROMV";"ROML";;;"no associated Archis-waarnemingsnummer";1;
225;0;152640;429530;"Ophemert";"Schoelkamp";"rural settlement?";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
226;1;155400;429180;"Ophemert";"Achterse Bouwing";"isolated find(s)";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
227;0;154730;429170;"Ophemert";"De Pippert";"rural settlement?";1;"ROMM";"ROML";;;"no associated Archis-waarnemingsnummer";1;
228;1;149710;427170;"Opijnen";"Zandstraat I";"isolated find(s)";0;"ROM";"ROM";;;;1;
229;0;152320;427250;"Opijnen";"Westerbroek";"rural settlement";0;"ROMM";"ROMM";;;;1;
231;0;152080;427560;"Opijnen";"Boterkamp";"rural settlement?";1;"IJZL";"ROMV";;;"no associated Archis-waarnemingsnummer";1;
232;0;148920;427230;"Opijnen";"De Repen";"burial(s)?";1;"ROMM";"ROMM";;;"very close to site 235, possibly one settlement? Interpretation as cemetery dubious";1;
233;1;152150;427370;"Opijnen";"De Hoek";"isolated find(s)";1;"IJZL";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
234;1;148330;427190;"Opijnen";"Pastershof I";"isolated find(s)";1;"IJZL";"ROMV";;;"no associated Archis-waarnemingsnummer";1;
235;0;148920;427060;"Opijnen";"Slotstraat";"rural settlement?";1;"ROM";"ROM";;;"very close to site 232, possibly one settlement?";1;
236;1;148250;427000;"Opijnen";"Zandstraat III";"isolated find(s)";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
237;0;149230;426520;"Opijnen";"Oude Zandstraat";"rural settlement; burial(s)";0;"ROMVB";"ROMMB";;;"habitation dated approx. 25 - 225 AD; burial dated approx 130 - 180 AD (ter Wal 2007)";1;
239;0;155850;431170;"Tiel";"Passewaaijse Hogeweg II";"burial(s)";0;"ROMVB";"ROMMB";;;"cemetery dated approx. 50 - 260 AD (Heeren 2009)";1;
240;0;155650;431450;"Tiel";"Oude Tielseweg";"rural settlement";0;"ROMVB";"ROMLA";;;"habitation dated approx. 25 - 170 ADC and 270 - 350 AD (Heeren 2009)";1;
241;0;156750;431050;"Tiel";"Hogeweg-Zennewijnenseweg";"rural settlement";0;"IJZL";"ROMLA";;;" very close to site 521, possibly one settlement";1;
242;0;157620;431560;"Tiel";"Uiterwaard I";"rural settlement";0;"ROMM";"ROMM";;;"partly eroded settlement";1;
244;0;156100;431000;"Tiel";"Passewaaijse Hogeweg I";"rural settlement";0;"ROMVA";"ROMLA";;;"habitation dated approx. 0 - 350 AD (Heeren 2009)";1;
245;0;154180;440870;"Rijswijk";"Woerdstraat";"rural settlement; burial(s)?";0;"ROMV";"ROMM";;;;1;
247;1;156900;434540;"Drumpt";"Achterveld I";"isolated find(s)";0;"IJZL";"ROMM";;;"finds out of context";1;
248;0;157710;435690;"Tiel";"De Start";"rural settlement";0;"ROMV";"ROMM";;;;1;
249;1;157560;433250;"Tiel";"Thorbeckestraat";"isolated find(s)";0;"ROMM";"ROML";;;"finds out of context";1;
250;1;157560;435830;"Tiel";"Startsche Bouwing";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer, = site 248";1;
251;0;157380;436210;"Tiel";"Linge Boomgaard";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 363, possibly one settlement?";1;
252;0;153220;425480;"Varik";"Waaiakkers";"rural settlement";0;"IJZL";"ROMM";;;;1;
253;0;146670;428140;"Waardenburg";"De Woerden";"rural settlement; burial(s)?";0;"ROMV";"ROML";"1000 x 350 m";;;1;
254;0;151660;430730;"Wadenoijen";"De Lught";"rural settlement";0;"IJZL";"ROM";;;"very close to site 258, possibly one settlement?";1;
255;0;153380;430830;"Wadenoijen";"Henigt";"rural settlement";0;"IJZL";"ROM";;;;1;
257;0;154320;431030;"Wadenoijen";"De Hoekwei I";"rural settlement";0;"ROMM";"ROMM";;;;1;
258;0;152200;430450;"Wadenoijen";"Breeuwert";"rural settlement";0;"IJZL";"ROMM";;;"very close to site 254, possibly one settlement?";1;
261;0;153900;430400;"Wadenoijen";"Ouweling";"rural settlement";0;"ROMV";"ROML";"900 x 150 m";;"also VME site; very close to site 264, possibly one settlement?";1;
262;1;154420;431680;"Wadenoijen";"Kerkhof";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
263;1;152710;430490;"Wadenoijen";"13 Hont";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
264;1;153870;430700;"Wadenoijen";"Kerkeland";"isolated find(s)";0;"ROMM";"ROMM";;;"very close to site 261, possibly one settlement?";1;
265;1;154480;430810;"Wadenoijen";"Jepengaard";"isolated find(s)";0;"ROMV";"ROMM";;;"= site 257; no associated Archis-waarnemingsnummer";1;
267;0;150950;430170;"Wadenoijen";"Malse Land";"burial(s)?";1;"ROMV";"ROMV";;;"no associated Archis-waarnemingsnummer";1;
268;1;153020;430710;"Wadenoijen";"Hoekland";"isolated find(s)";0;"ROM";"ROM";;;;1;
269;1;159450;432930;"Wamel";"Waalstrand";"isolated find(s)";0;"ROMM";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
270;1;156750;429370;"Zennewijnen";"Damwaard";"isolated find(s)";0;"ROM";"ROM";;;;1;
271;0;149060;438910;"Zoelmond";"Engelrode";"rural settlement?";1;"IJZL";"ROM";;;;1;
273;0;159600;437530;"Zoelen";"De Hevel";"rural settlement";0;"IJZL";"ROML";;;;1;
274;1;154560;438980;"Zoelen";"Hoge Weide";"isolated find(s)";0;"ROMV";"ROMV";;;"no associated Archis-waarnemingsnummer";1;
276;0;156040;435100;"Zoelen";"De Korenbloem";"rural settlement?";1;"ROMM";"ROMM";;;;1;
277;0;156410;437200;"Zoelen";"Woerdse Bogertje";"rural settlement";0;"ROMMA";"ROMMB";"200 x 125 m";;"habitation dated approx. 100 - 200 AD (Modderman 1949)";1;
278;0;156490;436500;"Zoelen";"Steensbouwing";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 282, 310 and 364, possibly same settlement; habitation dated approx. 100 - 200 AD (Modderman 1949)";1;
279;1;159000;437610;"Zoelen";"Grote Brugse Grintweg";"isolated find(s)?";1;"IJZL";"ROMV";;;"no associated Archis-waarnemingsnummer";1;
280;0;158280;437620;"Zoelen";"Zoelense Put West IV";"burial(s)";0;"ROMV";"ROMV";;;;1;
281;0;153780;438160;"Zoelen";"Kromme Land";"burial(s)?";1;"ROM";"ROM";;;;1;
282;0;156400;436180;"Zoelen";"Vergarde";"rural settlement; burial(s)";0;"ROMV";"ROML";;;"habitation dated approx. 50 - 200 AD (Modderman 1949); very close to site 278 and 310, possibly same settlement; also VME / LME site";1;
285;0;157190;436560;"Zoelen";"De Meerboom";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 364, possibly one settlement";1;
286;1;156900;434250;"Drumpt";"Achterveld II";"isolated find(s)?";1;"ROMM";"ROML";;;;1;
287;1;155580;437070;"Zoelen";"De Gebrande Bogerd";"isolated find(s)";0;"ROM";"ROM";;;;1;
288;1;154480;431270;"Wadenoijen";"De Hoekwei II";"isolated find(s)";0;"ROM";"ROM";;;;1;
289;0;153500;425500;"Varik";"De Walgt I";"rural settlement?";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
290;0;148000;433480;"Tricht";"Erkelenshoeve";"rural settlement?";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
291;0;156900;436250;"Zoelen";"Drumptselaan";"rural settlement";0;"ROMM";"ROML";;;"very close to site 278, 282, 310 and 363, possibly same settlement; also VME/LME site";1;
292;1;149380;426970;"Opijnen";"Zandstraat II";"isolated find(s)";0;"ROM";"ROM";;;;1;
293;0;158310;433100;"Tiel";"Kerkstraat / Achterweg";"rural settlement?";1;"ROMM";"ROMM";;;"habitation dated approx. 100 - 150 AD (Bartels et al. 1998)";1;
294;0;147780;433660;"Geldermalsen";"van Dam-van Isseltweg";"rural settlement?";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
295;1;155750;434540;"Kerk-Avezaath";"Achtertse Krans";"isolated find(s)";0;"ROMV";"ROMM";;;"= site 168; no associated Archis-waarnemingsnummer";1;
296;1;156330;433250;"Tiel";"Rauwenhof";"isolated find(s)";0;"ROM";"ROM";;;;1;
297;0;153630;432580;"Kapel-Avezaath";"Aldenhaaf";"rural settlement";0;"ROM";"ROM";;;;1;
298;0;154250;432950;"Kapel-Avezaath";"De Bulk";"rural settlement";0;"IJZL";"ROMM";;;;1;
299;0;154420;433250;"Kapel-Avezaath";"Bergakker";"rural settlement; cult site?";1;"ROMV";"ROML";;;"very close to site 152, possibly one settlement?";1;
300;0;151800;433620;"Buren";"Het Nieuwland";"rural settlement?";1;"ROMV";"ROMM";;;"only metal finds";1;
301;0;150500;434350;"Buren";"De Woerd";"rural settlement";0;"ROMM";"ROMM";"250 x 100 m";;"habitation dated approx. 100 - 200 AD (Modderman 1949)";1;
303;1;159900;435300;"Medel";"Biezenburg";"isolated find(s)";0;"ROM";"ROM";;;;1;
304;0;156100;435950;"Zoelen";"Dorp";"rural settlement";0;"ROM";"ROM";"650 x 150 m";;"habitation dated approx. 100 - 200 AD (Modderman 1949); also VME/LME site";1;
305;0;154250;435870;"Kerk-Avezaath";"Noordereind";"burial(s)?";1;"ROMM";"ROMM";;;"very close to sites 162 and 175; single urn dated approx. 100 - 200 AD (see description in Archis)";1;
306;0;153950;435840;"Buren";"Korenbroek";"burial(s)";0;"ROMM";"ROMM";;;"single burial";1;
307;0;150490;436700;"Buren";"Hofkamp I";"rural settlement";0;"ROMV";"ROML";;;;1;
308;0;154330;436330;"Zoelen";"Nije Graaf";"rural settlement";0;"ROMV";"ROMM";;;"very close to sites 162 and 163, possibly one settlement; also VME site";1;
309;0;158640;437420;"Zoelen";"Mauriksestraat";"burial(s)";0;"ROMM";"ROMM";"120 x 100 m";;"cemetery with 190 graves dated approx. 70 - 150 AD";1;
310;0;156650;436270;"Zoelen";"Uiterdijk";"rural settlement";0;"IJZL";"ROML";"575 x 75 m";;"very close to sites 278, 282 and 291, possibly same settlement; also VME / LME site; habitation dated approx. 50 - 200 AD (Modderman 1949)";1;
311;0;159850;429600;"Dreumel";"Dreumelse Berg";"rural settlement";0;"ROM";"ROM";;;"also IJZM and VME/LME site";1;
312;0;159230;429240;"Wamel";"Kavelweg";"rural settlement";0;"IJZ";"ROM";;;"also MESO/NEO, IJZV and VME/LME site";1;
313;1;158250;431200;"Dreumel";"Dreumelschewaard I";"out of context find(s)";0;"ROMV";"ROMM";;;"dredged from 20-25 m depth; also many other finds from PALEO to LME";1;
314;1;158080;430700;"Dreumel";"Dreumelschewaard II";"out of context find(s)";0;"ROMV";"ROMM";;;"dredged from 1-25 m depth; also many other finds from PALEO to LME";1;
315;0;156190;429850;"Zennewijnen";"Hoogekamp";"rural settlement, stone-built";0;"IJZL";"ROML";;;;1;
316;0;153090;428790;"Ophemert";"Hattelaar";"rural settlement";0;"ROMM";"ROMM";;;;1;
317;0;150930;429680;"Est";"Kurnheuvel";"rural settlement";0;"ROMV";"ROMM";;;;1;
318;0;153790;425760;"Varik";"De Walgt II";"burial(s)?";1;"ROMM";"ROMM";;;;1;
319;0;148300;430650;"Meteren";"Blankertseweg";"rural settlement";0;"ROMV";"ROML";;;"also VME/LME site";1;
320;0;149100;430250;"Meteren";"Bergakker";"rural settlement";0;"IJZL";"ROM";;;;1;
321;0;149650;430100;"Est";"Rijs en Ooyen";"rural settlement; cult site?";0;"IJZL";"ROML";;;"habitation in two phases dated approx. 120 BC - 70 AD (sanctuary?) and 275 - 400 AD (Verhelst 2002)";1;
322;1;148250;430000;"Meteren";"Lage Blok";"rural settlement";0;"IJZM";"IJZM";;;"NOT A ROMAN SITE, habitation dated 450 - 350 BC (Milojkovic and Smits 2002)";1;
323;0;148950;428600;"Est";"Snelleveld";"rural settlement; burial(s)?";0;"IJZL";"ROMM";"600 x 600 m";;;1;
324;0;148100;428750;"Waardenburg";"Snelleveld";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 325, possibly one settlement?";1;
325;0;148200;428400;"Neerijnen";"Hoge Tieflaar I";"rural settlement";0;"IJZL";"ROMM";;;"very close to site 324 and 327, possibly one settlement?";1;
326;0;142020;430280;"Gellicum";"Boutenstein I";"rural settlement; burial(s)?";0;"IJZL";"ROMM";;;;1;
327;0;147900;428350;"Neerijnen";"Hoge Tieflaar II";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 325, possibly one settlement?";1;
328;0;147500;428180;"Neerijnen";"Hoge Tieflaar III";"rural settlement";0;"ROMV";"ROMM";;;;1;
329;0;148020;427970;"Neerijnen";"Hoge Tieflaar IV";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 330, possibly one settlement?";1;
330;0;147800;428000;"Neerijnen";"Hoge Tieflaar V";"rural settlement";0;"ROM";"ROM";;;"very close to site 329, possibly one settlement?";1;
331;0;144910;426050;"Tuil";"Lindenhof";"rural settlement";0;"IJZL";"ROMM";;;"also VME";1;
332;0;140500;431550;"Rumpt";"De Worden";"rural settlement";0;"IJZL";"ROMM";"400 x 100 m";;;1;
333;0;143105;431765;"Deil";"Panweg";"rural settlement";0;"ROMV";"ROML";;;;1;
334;0;143000;432500;"Enspijk";"Klaphek";"rural settlement";0;"IJZL";"ROMV";;;"also LME site";1;
335;0;145050;431810;"Deil";"Hooiblok";"rural settlement; cult place?";0;"IJZL";"ROML";;;;1;
336;0;140645;434085;"Rumpt";"Betuwestrand";"rural settlement";0;"ROMV";"ROMM";;;;1;
337;0;144340;432070;"Deil";"Oude Winkel";"rural settlement";0;"IJZL";"ROMM";;;;1;
338;0;143700;433850;"Enspijk";"Mariënwaard";"rural settlement";0;"ROMM";"ROMM";;;;1;
339;0;145905;431795;"Deil";"Kijfakker";"rural settlement";0;"IJZL";"ROML";;;;1;
340;0;147050;431650;"Meteren";"Laageinde";"rural settlement";0;"ROMM";"ROMM";;;;1;
341;0;147900;431870;"Geldermalsen";"Provincialeweg Oost";"rural settlement";0;"ROM";"ROM";;;"very close to site 150 and 345, possibly one settlement?";1;
342;0;147400;432100;"Geldermalsen";"Industrieweg";"rural settlement";0;"ROM";"ROM";;;;1;
343;0;147900;432500;"Geldermalsen";"Bottesteijn";"burial(s)";0;"IJZM";"VMEB";;;"approx. 75 burials, mostly ROMM; also NEOL and BROM site (Hulst et al. 1994)";1;
344;0;149630;432230;"Geldermalsen";"Hoge Weide";"rural settlement; bridge?";0;"ROMV";"ROMM";;;;1;
345;0;147800;431900;"Geldermalsen";"Leeuwenstein";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 341 and 150, possibly one settlement";1;
346;0;147020;433700;"Tricht";"Hoekenburg";"rural settlement";0;"ROMMA";"ROMMB";;;"habitation dated approx. 70 - 300 AD (Hulst and de Haan 1980)";1;
347;1;148150;434250;"Geldermalsen";"Keizershoff";"isolated find(s)";0;"ROMV";"ROMM";;;;1;
348;0;146450;435630;"Tricht";"Oude Hoeven";"rural settlement";0;"ROMM";"ROMM";;;;1;
349;0;149500;435100;"Buurmalsen";"Nieuwe Steeg";"rural settlement";0;"ROMM";"ROMM";"100 x 100 m";;;1;
350;0;149420;436090;"Buurmalsen";"Hennisdijk I";"rural settlement?";1;"IJZL";"ROMV";;;;1;
351;0;147830;437250;"Buurmalsen";"Kruisstraat";"rural settlement";0;"ROMM";"ROMM";;;;1;
352;1;148150;435600;"Buurmalsen";"Assche Wetering";"isolated find(s)";0;"ROMM";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
353;0;149250;436700;"Buurmalsen";"Hennisdijk II";"rural settlement?";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer; only metal finds";1;
354;0;144100;432320;"Deil";"Boerekamp";"rural settlement?";1;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
355;0;143700;432400;"Enspijk";"Provincialeweg Oost";"rural settlement?";1;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
356;0;161120;437100;"Lienden";"Linge";"rural settlement";0;"ROMM";"ROMM";;;"very close to site 193 and 357, possibly one settlement";1;
357;0;160790;436900;"Echteld";"Linge";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 356, possibly one settlement?";1;
358;0;161000;436600;"Echteld";"De Wilmert II";"rural settlement";0;"ROM";"ROM";;;;1;
359;0;161440;436210;"Echteld";"De Bisschop";"rural settlement?";1;"ROM";"ROM";;;;1;
360;0;160400;435725;"Medel";"Ooijsche Wetering";"rural settlement; burial(s)";0;"ROMMA";"ROMMB";;;"habitation dated approx. 100 - 200 AD (Blom et al. 2006)";1;
361;0;155050;433750;"Kerk-Avezaath";"Hamse Biezen";"rural settlement?";1;"ROMM";"ROMM";;;"also VME/LME site";1;
362;0;153850;434450;"Kerk-Avezaath";"Lutterveld";"rural settlement?";1;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer; very close to site 179, possibly one settlement?";1;
363;0;157150;436300;"Zoelen";"De 8 en 11 Hont";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 251 and 291, possibly one settlement";1;
364;0;156850;436550;"Zoelen";"Meerboom";"rural settlement?";1;"ROM";"ROM";;;"very close to site 278 and 285, possibly one settlement; no associated Archis-waarnemingsnummer";1;
365;0;161300;435450;"Echteld";"Westering";"rural settlement";0;"ROMV";"ROMM";;;"Archis-waarnemingsnummer 34303 removed from Archis";1;
366;0;162910;436350;"Echteld";"Hoogbroek";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 0 - 300 AD (Modderman 1949)";1;
